id,Image,Hurricane,Damage,OnLineC,LinesC
7817,I21,H1,0,0.5,-0.5
7817,I22,H1,0,0.5,-0.5
7817,I23,H1,0,0.5,-0.5
7817,I24,H1,0,0.5,-0.5
7817,I25,H1,1,-0.5,0.5
7817,I26,H1,1,-0.5,0.5
7817,I27,H1,1,-0.5,0.5
7817,I28,H1,1,-0.5,0.5
7817,I29,H1,0,0.5,0.5
7817,I30,H1,0,0.5,0.5
7817,I31,H1,0,0.5,0.5
7817,I32,H1,0,0.5,0.5
7872,I1,H3,0,-0.5,-0.5
7872,I2,H3,0,-0.5,-0.5
7872,I3,H3,0,-0.5,-0.5
7872,I4,H3,0,-0.5,-0.5
7872,I5,H3,0,0.5,-0.5
7872,I6,H3,0,0.5,-0.5
7872,I7,H3,0,0.5,-0.5
7872,I8,H3,0,0.5,-0.5
7872,I9,H3,0,-0.5,0.5
7872,I10,H3,0,-0.5,0.5
7872,I11,H3,0,-0.5,0.5
7872,I12,H3,0,-0.5,0.5
7872,I13,H3,0,0.5,0.5
7872,I14,H3,0,0.5,0.5
7872,I15,H3,0,0.5,0.5
7872,I16,H3,0,0.5,0.5
7872,I17,H1,0,-0.5,-0.5
7872,I18,H1,0,-0.5,-0.5
7872,I19,H1,0,-0.5,-0.5
7872,I20,H1,0,-0.5,-0.5
7872,I21,H1,0,0.5,-0.5
7872,I22,H1,0,0.5,-0.5
7872,I23,H1,0,0.5,-0.5
7872,I24,H1,0,0.5,-0.5
7872,I25,H1,1,-0.5,0.5
7872,I26,H1,0,-0.5,0.5
7872,I27,H1,0,-0.5,0.5
7872,I28,H1,0,-0.5,0.5
7872,I29,H1,0,0.5,0.5
7872,I30,H1,0,0.5,0.5
7872,I31,H1,0,0.5,0.5
7872,I32,H1,0,0.5,0.5
7895,I1,H3,0,-0.5,-0.5
7895,I2,H3,0,-0.5,-0.5
7895,I3,H3,0,-0.5,-0.5
7895,I4,H3,0,-0.5,-0.5
7895,I5,H3,0,0.5,-0.5
7895,I6,H3,0,0.5,-0.5
7895,I7,H3,0,0.5,-0.5
7895,I8,H3,0,0.5,-0.5
7895,I9,H3,0,-0.5,0.5
7895,I10,H3,0,-0.5,0.5
7895,I11,H3,0,-0.5,0.5
7895,I12,H3,0,-0.5,0.5
7895,I13,H3,0,0.5,0.5
7895,I14,H3,0,0.5,0.5
7895,I15,H3,0,0.5,0.5
7895,I16,H3,0,0.5,0.5
7895,I17,H1,0,-0.5,-0.5
7895,I18,H1,1,-0.5,-0.5
7895,I19,H1,0,-0.5,-0.5
7895,I20,H1,0,-0.5,-0.5
7895,I21,H1,0,0.5,-0.5
7895,I22,H1,0,0.5,-0.5
7895,I23,H1,0,0.5,-0.5
7895,I24,H1,0,0.5,-0.5
7895,I25,H1,1,-0.5,0.5
7895,I26,H1,0,-0.5,0.5
7895,I27,H1,1,-0.5,0.5
7895,I28,H1,1,-0.5,0.5
7895,I29,H1,0,0.5,0.5
7895,I30,H1,0,0.5,0.5
7895,I31,H1,0,0.5,0.5
7895,I32,H1,0,0.5,0.5
7910,I1,H3,0,-0.5,-0.5
7910,I2,H3,0,-0.5,-0.5
7910,I3,H3,1,-0.5,-0.5
7910,I4,H3,1,-0.5,-0.5
7910,I5,H3,0,0.5,-0.5
7910,I6,H3,0,0.5,-0.5
7910,I7,H3,0,0.5,-0.5
7910,I8,H3,0,0.5,-0.5
7910,I9,H3,0,-0.5,0.5
7910,I10,H3,0,-0.5,0.5
7910,I11,H3,0,-0.5,0.5
7910,I12,H3,1,-0.5,0.5
7910,I13,H3,0,0.5,0.5
7910,I14,H3,0,0.5,0.5
7910,I15,H3,0,0.5,0.5
7910,I16,H3,0,0.5,0.5
7910,I17,H1,0,-0.5,-0.5
7910,I18,H1,0,-0.5,-0.5
7910,I19,H1,0,-0.5,-0.5
7910,I20,H1,0,-0.5,-0.5
7910,I21,H1,0,0.5,-0.5
7910,I22,H1,0,0.5,-0.5
7910,I23,H1,0,0.5,-0.5
7910,I24,H1,0,0.5,-0.5
7910,I25,H1,1,-0.5,0.5
7910,I26,H1,1,-0.5,0.5
7910,I27,H1,1,-0.5,0.5
7910,I28,H1,0,-0.5,0.5
7910,I29,H1,0,0.5,0.5
7910,I30,H1,0,0.5,0.5
7910,I31,H1,0,0.5,0.5
7910,I32,H1,0,0.5,0.5
7914,I1,H3,0,-0.5,-0.5
7914,I2,H3,0,-0.5,-0.5
7914,I3,H3,0,-0.5,-0.5
7914,I4,H3,0,-0.5,-0.5
7914,I5,H3,0,0.5,-0.5
7914,I6,H3,0,0.5,-0.5
7914,I7,H3,0,0.5,-0.5
7914,I8,H3,0,0.5,-0.5
7914,I9,H3,0,-0.5,0.5
7914,I10,H3,0,-0.5,0.5
7914,I11,H3,0,-0.5,0.5
7914,I12,H3,0,-0.5,0.5
7914,I13,H3,0,0.5,0.5
7914,I14,H3,0,0.5,0.5
7914,I15,H3,0,0.5,0.5
7914,I16,H3,0,0.5,0.5
7914,I17,H1,0,-0.5,-0.5
7914,I18,H1,0,-0.5,-0.5
7914,I19,H1,0,-0.5,-0.5
7914,I20,H1,0,-0.5,-0.5
7914,I21,H1,0,0.5,-0.5
7914,I22,H1,0,0.5,-0.5
7914,I23,H1,0,0.5,-0.5
7914,I24,H1,0,0.5,-0.5
7914,I25,H1,0,-0.5,0.5
7914,I26,H1,0,-0.5,0.5
7914,I27,H1,0,-0.5,0.5
7914,I28,H1,0,-0.5,0.5
7914,I29,H1,0,0.5,0.5
7914,I30,H1,0,0.5,0.5
7914,I31,H1,0,0.5,0.5
7914,I32,H1,0,0.5,0.5
7942,I1,H3,1,-0.5,-0.5
7942,I2,H3,1,-0.5,-0.5
7942,I3,H3,1,-0.5,-0.5
7942,I4,H3,1,-0.5,-0.5
7942,I5,H3,0,0.5,-0.5
7942,I6,H3,0,0.5,-0.5
7942,I7,H3,0,0.5,-0.5
7942,I8,H3,0,0.5,-0.5
7942,I9,H3,1,-0.5,0.5
7942,I10,H3,1,-0.5,0.5
7942,I11,H3,1,-0.5,0.5
7942,I12,H3,1,-0.5,0.5
7942,I13,H3,0,0.5,0.5
7942,I14,H3,0,0.5,0.5
7942,I15,H3,0,0.5,0.5
7942,I16,H3,0,0.5,0.5
7942,I17,H1,1,-0.5,-0.5
7942,I18,H1,1,-0.5,-0.5
7942,I19,H1,1,-0.5,-0.5
7942,I20,H1,1,-0.5,-0.5
7942,I21,H1,0,0.5,-0.5
7942,I22,H1,0,0.5,-0.5
7942,I23,H1,0,0.5,-0.5
7942,I24,H1,0,0.5,-0.5
7942,I25,H1,1,-0.5,0.5
7942,I26,H1,1,-0.5,0.5
7942,I27,H1,1,-0.5,0.5
7942,I28,H1,1,-0.5,0.5
7942,I29,H1,0,0.5,0.5
7942,I30,H1,0,0.5,0.5
7942,I31,H1,0,0.5,0.5
7942,I32,H1,0,0.5,0.5
8085,I1,H3,0,-0.5,-0.5
8085,I2,H3,0,-0.5,-0.5
8085,I3,H3,0,-0.5,-0.5
8085,I4,H3,0,-0.5,-0.5
8085,I5,H3,0,0.5,-0.5
8085,I6,H3,0,0.5,-0.5
8085,I7,H3,0,0.5,-0.5
8085,I8,H3,0,0.5,-0.5
8085,I9,H3,0,-0.5,0.5
8085,I10,H3,0,-0.5,0.5
8085,I11,H3,0,-0.5,0.5
8085,I12,H3,0,-0.5,0.5
8085,I13,H3,0,0.5,0.5
8085,I14,H3,0,0.5,0.5
8085,I15,H3,0,0.5,0.5
8085,I16,H3,0,0.5,0.5
8085,I17,H1,0,-0.5,-0.5
8085,I18,H1,0,-0.5,-0.5
8085,I19,H1,0,-0.5,-0.5
8085,I20,H1,0,-0.5,-0.5
8085,I21,H1,0,0.5,-0.5
8085,I22,H1,0,0.5,-0.5
8085,I23,H1,0,0.5,-0.5
8085,I24,H1,0,0.5,-0.5
8085,I25,H1,0,-0.5,0.5
8085,I26,H1,0,-0.5,0.5
8085,I27,H1,0,-0.5,0.5
8085,I28,H1,0,-0.5,0.5
8085,I29,H1,0,0.5,0.5
8085,I30,H1,1,0.5,0.5
8085,I31,H1,0,0.5,0.5
8085,I32,H1,0,0.5,0.5
8111,I1,H3,1,-0.5,-0.5
8111,I2,H3,1,-0.5,-0.5
8111,I3,H3,0,-0.5,-0.5
8111,I4,H3,1,-0.5,-0.5
8111,I5,H3,0,0.5,-0.5
8111,I6,H3,0,0.5,-0.5
8111,I7,H3,0,0.5,-0.5
8111,I8,H3,0,0.5,-0.5
8111,I9,H3,1,-0.5,0.5
8111,I10,H3,1,-0.5,0.5
8111,I11,H3,1,-0.5,0.5
8111,I12,H3,1,-0.5,0.5
8111,I13,H3,0,0.5,0.5
8111,I14,H3,0,0.5,0.5
8111,I15,H3,0,0.5,0.5
8111,I16,H3,0,0.5,0.5
8111,I17,H1,1,-0.5,-0.5
8111,I18,H1,1,-0.5,-0.5
8111,I19,H1,1,-0.5,-0.5
8111,I20,H1,1,-0.5,-0.5
8111,I21,H1,0,0.5,-0.5
8111,I22,H1,0,0.5,-0.5
8111,I23,H1,0,0.5,-0.5
8111,I24,H1,0,0.5,-0.5
8111,I25,H1,1,-0.5,0.5
8111,I26,H1,1,-0.5,0.5
8111,I27,H1,1,-0.5,0.5
8111,I28,H1,1,-0.5,0.5
8111,I29,H1,0,0.5,0.5
8111,I30,H1,0,0.5,0.5
8111,I31,H1,0,0.5,0.5
8111,I32,H1,0,0.5,0.5
8126,I1,H3,0,-0.5,-0.5
8126,I2,H3,0,-0.5,-0.5
8126,I3,H3,0,-0.5,-0.5
8126,I4,H3,0,-0.5,-0.5
8126,I5,H3,0,0.5,-0.5
8126,I6,H3,0,0.5,-0.5
8126,I7,H3,1,0.5,-0.5
8126,I8,H3,0,0.5,-0.5
8126,I9,H3,0,-0.5,0.5
8126,I10,H3,0,-0.5,0.5
8126,I11,H3,0,-0.5,0.5
8126,I12,H3,0,-0.5,0.5
8126,I13,H3,0,0.5,0.5
8126,I14,H3,0,0.5,0.5
8126,I15,H3,0,0.5,0.5
8126,I16,H3,0,0.5,0.5
8126,I17,H1,0,-0.5,-0.5
8126,I18,H1,0,-0.5,-0.5
8126,I19,H1,0,-0.5,-0.5
8126,I20,H1,0,-0.5,-0.5
8126,I21,H1,0,0.5,-0.5
8126,I22,H1,0,0.5,-0.5
8126,I23,H1,0,0.5,-0.5
8126,I24,H1,0,0.5,-0.5
8126,I25,H1,0,-0.5,0.5
8126,I26,H1,1,-0.5,0.5
8126,I27,H1,0,-0.5,0.5
8126,I28,H1,0,-0.5,0.5
8126,I29,H1,0,0.5,0.5
8126,I30,H1,0,0.5,0.5
8126,I31,H1,0,0.5,0.5
8126,I32,H1,0,0.5,0.5
8159,I1,H3,1,-0.5,-0.5
8159,I2,H3,1,-0.5,-0.5
8159,I3,H3,1,-0.5,-0.5
8159,I4,H3,1,-0.5,-0.5
8159,I5,H3,0,0.5,-0.5
8159,I6,H3,0,0.5,-0.5
8159,I7,H3,0,0.5,-0.5
8159,I8,H3,0,0.5,-0.5
8159,I9,H3,1,-0.5,0.5
8159,I10,H3,1,-0.5,0.5
8159,I11,H3,1,-0.5,0.5
8159,I12,H3,1,-0.5,0.5
8159,I13,H3,0,0.5,0.5
8159,I14,H3,0,0.5,0.5
8159,I15,H3,0,0.5,0.5
8159,I16,H3,0,0.5,0.5
8159,I17,H1,1,-0.5,-0.5
8159,I18,H1,1,-0.5,-0.5
8159,I19,H1,1,-0.5,-0.5
8159,I20,H1,1,-0.5,-0.5
8159,I21,H1,0,0.5,-0.5
8159,I22,H1,0,0.5,-0.5
8159,I23,H1,0,0.5,-0.5
8159,I24,H1,0,0.5,-0.5
8159,I25,H1,1,-0.5,0.5
8159,I26,H1,1,-0.5,0.5
8159,I27,H1,1,-0.5,0.5
8159,I28,H1,1,-0.5,0.5
8159,I29,H1,0,0.5,0.5
8159,I30,H1,0,0.5,0.5
8159,I31,H1,0,0.5,0.5
8159,I32,H1,0,0.5,0.5
8198,I1,H3,1,-0.5,-0.5
8198,I2,H3,1,-0.5,-0.5
8198,I3,H3,1,-0.5,-0.5
8198,I4,H3,1,-0.5,-0.5
8198,I5,H3,0,0.5,-0.5
8198,I6,H3,0,0.5,-0.5
8198,I7,H3,0,0.5,-0.5
8198,I8,H3,0,0.5,-0.5
8198,I9,H3,1,-0.5,0.5
8198,I10,H3,1,-0.5,0.5
8198,I11,H3,1,-0.5,0.5
8198,I12,H3,1,-0.5,0.5
8198,I13,H3,0,0.5,0.5
8198,I14,H3,0,0.5,0.5
8198,I15,H3,0,0.5,0.5
8198,I16,H3,0,0.5,0.5
8198,I17,H1,1,-0.5,-0.5
8198,I18,H1,1,-0.5,-0.5
8198,I19,H1,1,-0.5,-0.5
8198,I20,H1,1,-0.5,-0.5
8198,I21,H1,0,0.5,-0.5
8198,I22,H1,0,0.5,-0.5
8198,I23,H1,0,0.5,-0.5
8198,I24,H1,0,0.5,-0.5
8198,I25,H1,1,-0.5,0.5
8198,I26,H1,1,-0.5,0.5
8198,I27,H1,1,-0.5,0.5
8198,I28,H1,1,-0.5,0.5
8198,I29,H1,0,0.5,0.5
8198,I30,H1,0,0.5,0.5
8198,I31,H1,0,0.5,0.5
8198,I32,H1,0,0.5,0.5
8206,I1,H3,1,-0.5,-0.5
8206,I2,H3,0,-0.5,-0.5
8206,I3,H3,1,-0.5,-0.5
8206,I4,H3,1,-0.5,-0.5
8206,I5,H3,0,0.5,-0.5
8206,I6,H3,0,0.5,-0.5
8206,I7,H3,0,0.5,-0.5
8206,I8,H3,0,0.5,-0.5
8206,I9,H3,1,-0.5,0.5
8206,I10,H3,1,-0.5,0.5
8206,I11,H3,1,-0.5,0.5
8206,I12,H3,1,-0.5,0.5
8206,I13,H3,0,0.5,0.5
8206,I14,H3,0,0.5,0.5
8206,I15,H3,0,0.5,0.5
8206,I16,H3,0,0.5,0.5
8206,I17,H1,0,-0.5,-0.5
8206,I18,H1,0,-0.5,-0.5
8206,I19,H1,0,-0.5,-0.5
8206,I20,H1,0,-0.5,-0.5
8206,I21,H1,0,0.5,-0.5
8206,I22,H1,0,0.5,-0.5
8206,I23,H1,0,0.5,-0.5
8206,I24,H1,0,0.5,-0.5
8206,I25,H1,1,-0.5,0.5
8206,I26,H1,0,-0.5,0.5
8206,I27,H1,1,-0.5,0.5
8206,I28,H1,1,-0.5,0.5
8206,I29,H1,0,0.5,0.5
8206,I30,H1,0,0.5,0.5
8206,I31,H1,0,0.5,0.5
8206,I32,H1,0,0.5,0.5
8208,I1,H3,1,-0.5,-0.5
8208,I2,H3,1,-0.5,-0.5
8208,I3,H3,1,-0.5,-0.5
8208,I4,H3,1,-0.5,-0.5
8208,I5,H3,0,0.5,-0.5
8208,I6,H3,0,0.5,-0.5
8208,I7,H3,0,0.5,-0.5
8208,I8,H3,0,0.5,-0.5
8208,I9,H3,1,-0.5,0.5
8208,I10,H3,0,-0.5,0.5
8208,I11,H3,0,-0.5,0.5
8208,I12,H3,1,-0.5,0.5
8208,I13,H3,0,0.5,0.5
8208,I14,H3,0,0.5,0.5
8208,I15,H3,0,0.5,0.5
8208,I16,H3,0,0.5,0.5
8208,I17,H1,0,-0.5,-0.5
8208,I18,H1,0,-0.5,-0.5
8208,I19,H1,0,-0.5,-0.5
8208,I20,H1,0,-0.5,-0.5
8208,I21,H1,0,0.5,-0.5
8208,I22,H1,0,0.5,-0.5
8208,I23,H1,0,0.5,-0.5
8208,I24,H1,0,0.5,-0.5
8208,I25,H1,1,-0.5,0.5
8208,I26,H1,0,-0.5,0.5
8208,I27,H1,1,-0.5,0.5
8208,I28,H1,1,-0.5,0.5
8208,I29,H1,0,0.5,0.5
8208,I30,H1,0,0.5,0.5
8208,I31,H1,0,0.5,0.5
8208,I32,H1,0,0.5,0.5
8212,I1,H3,1,-0.5,-0.5
8212,I2,H3,1,-0.5,-0.5
8212,I3,H3,1,-0.5,-0.5
8212,I4,H3,1,-0.5,-0.5
8212,I5,H3,0,0.5,-0.5
8212,I6,H3,0,0.5,-0.5
8212,I7,H3,0,0.5,-0.5
8212,I8,H3,0,0.5,-0.5
8212,I9,H3,1,-0.5,0.5
8212,I10,H3,1,-0.5,0.5
8212,I11,H3,1,-0.5,0.5
8212,I12,H3,1,-0.5,0.5
8212,I13,H3,0,0.5,0.5
8212,I14,H3,0,0.5,0.5
8212,I15,H3,0,0.5,0.5
8212,I16,H3,0,0.5,0.5
8212,I17,H1,1,-0.5,-0.5
8212,I18,H1,1,-0.5,-0.5
8212,I19,H1,1,-0.5,-0.5
8212,I20,H1,1,-0.5,-0.5
8212,I21,H1,0,0.5,-0.5
8212,I22,H1,0,0.5,-0.5
8212,I23,H1,0,0.5,-0.5
8212,I24,H1,0,0.5,-0.5
8212,I25,H1,1,-0.5,0.5
8212,I26,H1,1,-0.5,0.5
8212,I27,H1,1,-0.5,0.5
8212,I28,H1,1,-0.5,0.5
8212,I29,H1,0,0.5,0.5
8212,I30,H1,0,0.5,0.5
8212,I31,H1,0,0.5,0.5
8212,I32,H1,0,0.5,0.5
8214,I1,H3,1,-0.5,-0.5
8214,I2,H3,1,-0.5,-0.5
8214,I3,H3,1,-0.5,-0.5
8214,I4,H3,1,-0.5,-0.5
8214,I5,H3,0,0.5,-0.5
8214,I6,H3,0,0.5,-0.5
8214,I7,H3,0,0.5,-0.5
8214,I8,H3,0,0.5,-0.5
8214,I9,H3,0,-0.5,0.5
8214,I10,H3,1,-0.5,0.5
8214,I11,H3,0,-0.5,0.5
8214,I12,H3,0,-0.5,0.5
8214,I13,H3,0,0.5,0.5
8214,I14,H3,0,0.5,0.5
8214,I15,H3,0,0.5,0.5
8214,I16,H3,0,0.5,0.5
8214,I17,H1,0,-0.5,-0.5
8214,I18,H1,0,-0.5,-0.5
8214,I19,H1,0,-0.5,-0.5
8214,I20,H1,1,-0.5,-0.5
8214,I21,H1,0,0.5,-0.5
8214,I22,H1,0,0.5,-0.5
8214,I23,H1,0,0.5,-0.5
8214,I24,H1,0,0.5,-0.5
8214,I25,H1,0,-0.5,0.5
8214,I26,H1,1,-0.5,0.5
8214,I27,H1,1,-0.5,0.5
8214,I28,H1,1,-0.5,0.5
8214,I29,H1,0,0.5,0.5
8214,I30,H1,0,0.5,0.5
8214,I31,H1,0,0.5,0.5
8214,I32,H1,0,0.5,0.5
